Plasmids	locus_tag	protein_id	E-value_1	E-value_2
ABDM02000062.1	BC03BB108_B0308	EDX59833.1	0.036	0.045
ABDM02000065.1	BC03BB108_E0025	EDX59409.1	1.4e-06	2.1e-06
ABDM02000065.1	BC03BB108_E0025	EDX59409.1	5.7e-47	5.1e-46
CP027921.1	C1N82_31955	QHV07826.1	0.32	0.54
CP016361.1	BA201_27980	ASK17752.1	0.11	0.11
CP016361.1	BA201_27840	ASK17729.1	0.046	0.055
CP016317.1	BA202_27825	ASI81060.1	0.058	0.062
CP016317.1	BA202_27915	ASI81077.1	0.31	0.14
CP003748.1	BCK_26508	AFQ13111.1	0.058	0.062
CP011154.1	WR51_28540	ANC16894.1	0.23	0.3
CP011152.1	WR47_30125	ANC11341.1	0.23	0.3
NC_004721.2	BC_RS27430	WP_000852326.1	0.00018	0.14
NC_005707.1	BCE_RS27030	WP_000205101.1	0.036	0.045
NC_005707.1	BCE_RS29275	WP_085963576.1	0.00056	0.00076
NC_005707.1	BCE_RS27095	WP_001272214.1	3.4	4.4
NC_005707.1	BCE_RS27095	WP_001272214.1	6	8.2
NZ_CP029457.1	FORC087_RS30675	WP_000116908.1	0.00036	0.0005
NZ_CP029457.1	FORC087_RS30675	WP_000116908.1	8.9e-83	1e-82
NZ_CP029457.1	FORC087_RS30675	WP_000116908.1	0.00089	0.0012
NZ_CP029457.1	FORC087_RS30675	WP_000116908.1	1.6e-14	2e-14
NZ_CP029457.1	FORC087_RS30675	WP_000116908.1	1.8e-08	2.2e-08
NZ_CP029457.1	FORC087_RS30675	WP_000116908.1	0.00011	0.00014
NZ_CP029455.1	FORC087_RS28080	WP_025118675.1	1.1	1.4
NZ_CP029455.1	FORC087_RS28470	WP_001060157.1	4.6e-114	5.2e-114
NZ_CP029455.1	FORC087_RS28080	WP_025118675.1	1.1	1.3
CP029455.1	FORC087_134	QDD86924.1	1.1	1.4
CP029455.1	FORC087_220	QDD87010.1	4.6e-114	5.2e-114
CP029455.1	FORC087_134	QDD86924.1	1.1	1.3
PHQW02000015.1	CR195_028060	-	0.47	0.76
CP023246.1	CJ306_29720	ASZ69430.1	5.5	6.6
CP023246.1	CJ306_29525	ASZ69400.1	2.8	3.5
CP023246.1	CJ306_31165	ASZ69674.1	0.15	0.17
NC_007103.1	BCE33L_RS29600	WP_000038581.1	0.7	0.86
NC_007103.1	BCE33L_RS29600	WP_000038581.1	0.35	0.43
NC_007103.1	BCE33L_RS29600	WP_000038581.1	2.8	3.4
AP007211.1	BCN_C1_19	BAL21494.1	2.4e-97	2.8e-97
AP007211.1	BCN_C1_31	BAL21506.1	0.067	0.073
AP007211.1	BCN_C1_19	BAL21494.1	3.3e-08	4.4e-08
AP007211.1	BCN_C1_19	BAL21494.1	0.087	0.12
AP007210.1	BCN_P154	BAL21362.1	0.4	0.44
AP007210.1	BCN_P108	BAL21316.1	0.46	0.57
AP007210.1	BCN_P108	BAL21316.1	0.068	0.079
AP007210.1	BCN_P154	BAL21362.1	9.9	12
AP007210.1	BCN_P154	BAL21362.1	1.8	2.2
AP007210.1	BCN_P154	BAL21362.1	0.38	0.43
AP007210.1	BCN_P108	BAL21316.1	1.6	1.8
CP001170.1	BCH308197_B0017	ACI30631.1	0.13	0.36
CP009637.1	AK40_6302	AJI08551.1	1.4e-06	2.1e-06
CP009637.1	AK40_6302	AJI08551.1	5.7e-47	5.1e-46
CP000040.1	pE33L466_0426	AAY60564.1	0.7	0.86
CP000040.1	pE33L466_0426	AAY60564.1	0.35	0.43
CP000040.1	pE33L466_0426	AAY60564.1	2.8	3.4
AE016878.2	BC_p0010	AAP12354.1	0.00018	0.14
CP000229.1	BCQ_PT59	ACM16021.1	0.31	0.31
CP000229.1	BCQ_PT35	ACM15997.1	1.7e-117	1.9e-117
LYVD01000047.1	A9L49_30485	OBW84851.1	2.1	3.3
FR675941.1	pLVP1401_27	CBW44178.1	7.6	7.9
ABDA02000035.1	BCAH1134_C0535	EDZ49131.1	0.00082	0.0011
ABDA02000035.1	BCAH1134_C0727	EDZ49166.1	1.1	1.3
NZ_CP042875.1	FRY47_RS01645	WP_000850455.1	0.045	0.056
NZ_CP042875.1	FRY47_RS01340	WP_000076390.1	0.15	0.17
NZ_CP034552.1	EJ379_RS28095	WP_000852326.1	0.00018	0.14
NZ_CP015592.1	A7A70_RS29695	WP_071680268.1	0.73	1.1
NZ_CP015592.1	A7A70_RS30690	WP_129075306.1	1.1	1.1
NZ_CP015592.1	A7A70_RS29695	WP_071680268.1	0.018	0.022
NZ_CP015592.1	A7A70_RS30690	WP_129075306.1	5.8	5.8
NZ_CP015592.1	A7A70_RS30690	WP_129075306.1	9.3	9.3
NZ_CP023246.1	CJ306_RS28925	WP_119684261.1	5.5	6.6
NZ_CP023246.1	CJ306_RS28735	WP_119684240.1	2.8	3.5
NZ_CP023246.1	CJ306_RS30380	WP_000076390.1	0.15	0.17
NC_016794.1	BCF_RS27415	-	0.021	0.027
NC_016794.1	BCF_RS27315	WP_000440761.1	0.07	0.099
NC_016794.1	BCF_RS27415	-	2.3e-99	2.8e-99
NC_016794.1	BCF_RS27415	-	0.14	0.17
NC_016792.1	BCN_RS30205	WP_085963576.1	0.00056	0.00076
NC_016792.1	BCN_RS27975	WP_001272211.1	0.4	0.44
NC_016792.1	BCN_RS27780	WP_000823722.1	0.46	0.57
NC_016792.1	BCN_RS27780	WP_000823722.1	0.068	0.079
NC_016792.1	BCN_RS27975	WP_001272211.1	9.9	12
NC_016792.1	BCN_RS27975	WP_001272211.1	1.8	2.2
NC_016792.1	BCN_RS27975	WP_001272211.1	0.38	0.43
NC_016792.1	BCN_RS27780	WP_000823722.1	1.6	1.8
NC_016772.1	BCN_RS28575	WP_000537603.1	2.4e-97	2.8e-97
NC_016772.1	BCN_RS28655	WP_000678893.1	0.067	0.073
NC_016772.1	BCN_RS28575	WP_000537603.1	3.3e-08	4.4e-08
NC_016772.1	BCN_RS28575	WP_000537603.1	0.087	0.12
NZ_CP014487.1	FORC21_RS28545	WP_072770086.1	2e-06	2.8e-06
NZ_CP014487.1	FORC21_RS28545	WP_072770086.1	1e-46	9.1e-46
NZ_CP009595.1	BG11_RS29465	WP_085962607.1	0.00095	0.0013
NZ_CP009595.1	BG11_RS01655	WP_000753850.1	0.76	1.1
NZ_CP009595.1	BG11_RS01275	WP_000876232.1	5.7	8
NZ_CP009594.1	BG11_RS30915	-	0.11	0.14
NZ_CP009594.1	BG11_RS00370	WP_042631174.1	1.3e-54	1.6e-54
NZ_CP009606.1	BF33_RS30945	WP_085962607.1	0.00095	0.0013
NZ_CP009606.1	BF33_RS28665	WP_000753850.1	0.76	1.1
NZ_CP009606.1	BF33_RS28285	WP_000876232.1	5.7	8
NZ_CP009603.1	BF33_RS00155	WP_042631174.1	1.3e-54	1.6e-54
NZ_CP009639.1	AK40_RS02515	WP_000205101.1	0.036	0.045
NZ_CP009638.1	AK40_RS01630	WP_000205101.1	0.036	0.045
NZ_CP009638.1	AK40_RS01355	WP_001995604.1	1.3e-128	1.4e-128
NZ_CP009638.1	AK40_RS01355	WP_001995604.1	0.12	0.17
NZ_CP009637.1	AK40_RS01335	WP_001996373.1	1.4e-06	2.1e-06
NZ_CP009637.1	AK40_RS01335	WP_001996373.1	5.7e-47	5.1e-46
NZ_CP009591.1	AQ16_RS27860	WP_001971716.1	0.3	0.43
NZ_CP009368.1	BG03_RS01150	-	1.7e-25	1.7e-25
NZ_CP009368.1	BG03_RS01570	WP_042514480.1	0.052	0.062
NZ_CP009589.1	AQ16_RS00035	WP_001980909.1	3.2e-119	3.6e-119
NZ_CP009589.1	AQ16_RS00035	WP_001980909.1	9.2e-06	1.2e-05
NZ_CP009967.1	BF28_RS02035	WP_000038581.1	0.7	0.86
NZ_CP009967.1	BF28_RS02035	WP_000038581.1	0.35	0.43
NZ_CP009967.1	BF28_RS02035	WP_000038581.1	2.8	3.4
NZ_CP009940.1	NT98_RS00560	WP_001971716.1	0.3	0.43
NZ_CP009939.1	NT98_RS00320	WP_001980909.1	3.2e-119	3.6e-119
NZ_CP009939.1	NT98_RS00320	WP_001980909.1	9.2e-06	1.2e-05
NZ_CP027921.1	C1N82_RS30410	WP_162283547.1	0.32	0.54
NZ_PHQW02000016.1	CR195_RS27570	WP_158318297.1	2.8	4.5
NZ_PHQW02000015.1	CR195_RS27100	-	0.47	0.76
NZ_CP022446.1	CGZ63_RS28330	WP_089607815.1	0.00055	0.00076
NZ_CP022446.1	CGZ63_RS30195	WP_089607991.1	0.16	5.7
NZ_CP016361.1	BA201_RS29445	WP_061685289.1	0.11	0.11
NZ_CP016361.1	BA201_RS29310	WP_000809636.1	0.046	0.055
NZ_CP016597.1	BA204_RS29695	WP_000116909.1	0.00034	0.00048
NZ_CP016597.1	BA204_RS29695	WP_000116909.1	1.4e-82	1.6e-82
NZ_CP016597.1	BA204_RS29695	WP_000116909.1	0.00089	0.0012
NZ_CP016597.1	BA204_RS29695	WP_000116909.1	3e-14	3.7e-14
NZ_CP016597.1	BA204_RS29695	WP_000116909.1	1.6e-08	1.9e-08
NZ_CP016597.1	BA204_RS29695	WP_000116909.1	0.0001	0.00013
NZ_CP016317.1	BA202_RS28840	WP_000179341.1	0.058	0.062
NZ_CP016317.1	BA202_RS28935	WP_001091679.1	0.31	0.14
NZ_CP016317.1	BA202_RS28605	WP_085963576.1	0.00056	0.00076
NZ_CP040335.1	EUC39_RS27140	WP_000588590.1	0.28	0.44
NZ_CP040335.1	EUC39_RS27140	WP_000588590.1	0.091	0.71
NZ_CP040335.1	EUC39_RS27140	WP_000588590.1	0.01	0.036
NZ_CP040335.1	EUC39_RS27140	WP_000588590.1	2.9e-10	3.9e-10
NZ_CP040335.1	EUC39_RS27140	WP_000588590.1	0.00062	0.00087
NZ_CP040335.1	EUC39_RS27140	WP_000588590.1	0.07	3.1
NZ_CP040335.1	EUC39_RS27140	WP_000588590.1	0.21	0.37
NZ_CP040335.1	EUC39_RS27140	WP_000588590.1	3e-136	3.3e-136
NZ_CP040335.1	EUC39_RS27140	WP_000588590.1	0.11	0.14
NZ_CP045607.2	GE376_RS28025	WP_000850455.1	0.045	0.056
NZ_CP045607.2	GE376_RS29945	WP_097920816.1	0.06	0.08
NZ_CP045607.2	GE376_RS29495	WP_153218449.1	4.6	5.7
NZ_CP020939.1	B2J90_RS29825	WP_085782918.1	5e-114	5.5e-114
NZ_CP020939.1	B2J90_RS29825	WP_085782918.1	2e-06	2.7e-06
NZ_CP020938.1	B2J90_RS29390	WP_085782832.1	0.0021	0.0045
NZ_CP020938.1	B2J90_RS28250	WP_085782649.1	6.4	3.2
NZ_CP020938.1	B2J90_RS28670	WP_085782716.1	8.9	13
NZ_CP020938.1	B2J90_RS29390	WP_085782832.1	0.0037	3.1
NZ_CP020938.1	B2J90_RS29390	WP_085782832.1	0.00095	0.0016
NZ_CP020938.1	B2J90_RS28670	WP_085782716.1	0.58	0.8
NZ_CP020938.1	B2J90_RS28670	WP_085782716.1	2.2	3.1
NZ_CP020938.1	B2J90_RS29390	WP_085782832.1	0.11	2.3
NZ_CP020938.1	B2J90_RS29390	WP_085782832.1	0.017	0.023
NZ_CP020938.1	B2J90_RS29390	WP_085782832.1	8.2e-05	0.00014
NZ_CP020938.1	B2J90_RS28670	WP_085782716.1	1.9	2.6
NZ_CP020938.1	B2J90_RS29390	WP_085782832.1	0.0031	0.0061
NZ_CP020938.1	B2J90_RS29390	WP_085782832.1	0.13	0.49
NZ_CP020938.1	B2J90_RS28670	WP_085782716.1	0.044	0.054
NZ_CP020938.1	B2J90_RS28670	WP_085782716.1	5.7	7.9
NZ_CP020938.1	B2J90_RS29390	WP_085782832.1	7.8e-06	3.1e-05
NZ_CP020938.1	B2J90_RS29390	WP_085782832.1	0.0057	0.01
NZ_CP020938.1	B2J90_RS29390	WP_085782832.1	0.0053	0.0096
NC_011655.1	BCAH187_RS30635	WP_085963576.1	0.00056	0.00076
NC_011655.1	BCAH187_RS28270	WP_001272211.1	0.4	0.44
NC_011655.1	BCAH187_RS28075	WP_000823722.1	0.46	0.57
NC_011655.1	BCAH187_RS28075	WP_000823722.1	0.068	0.079
NC_011655.1	BCAH187_RS28270	WP_001272211.1	9.9	12
NC_011655.1	BCAH187_RS28270	WP_001272211.1	1.8	2.2
NC_011655.1	BCAH187_RS28270	WP_001272211.1	0.38	0.43
NC_011655.1	BCAH187_RS28075	WP_000823722.1	1.6	1.8
CP046512.1	GNE09_26985	QGV10257.1	5.6	7
NZ_CP011154.1	WR51_RS27885	WP_063549916.1	0.23	0.3
NZ_CP011152.1	WR47_RS29435	WP_063549916.1	0.23	0.3
NZ_CP011157.1	WR52_RS29860	WP_063539223.1	0.18	0.25
NZ_CP011156.1	WR52_RS27950	WP_063538642.1	0.035	0.058
NZ_CP011146.1	FORC13_RS28245	WP_059304361.1	0.032	0.048
NC_018492.1	BCK_RS26795	WP_000179341.1	0.058	0.062
NC_018492.1	BCK_RS29260	WP_154214272.1	0.00063	0.00085
CP045607.2	GE376_30570	QFY03494.1	0.045	0.056
CP045607.2	GE376_30050	QFY03411.1	0.06	0.08
CP045607.2	GE376_29525	QFY03328.1	4.6	5.7
NZ_CP026679.1	C2I25_RS28565	WP_000456013.1	0.34	0.42
NZ_CP015728.1	DA68_RS26700	WP_000116909.1	0.00034	0.00048
NZ_CP015728.1	DA68_RS26930	WP_025967188.1	9.5	11
NZ_CP015728.1	DA68_RS26700	WP_000116909.1	1.4e-82	1.6e-82
NZ_CP015728.1	DA68_RS26700	WP_000116909.1	0.00089	0.0012
NZ_CP015728.1	DA68_RS26700	WP_000116909.1	3e-14	3.7e-14
NZ_CP015728.1	DA68_RS26700	WP_000116909.1	1.6e-08	1.9e-08
NZ_CP015728.1	DA68_RS26700	WP_000116909.1	0.0001	0.00013
NC_011973.1	BCQ_RS27665	WP_000671214.1	0.16	1.6
NC_011971.1	BCQ_RS28345	WP_000521760.1	0.31	0.31
NC_011971.1	BCQ_RS28220	WP_000537551.1	1.7e-117	1.9e-117
CP042875.1	FRY47_28750	QEF20286.1	0.045	0.056
CP042875.1	FRY47_28425	QEF20228.1	0.15	0.17
NZ_LYVD01000047.1	A9L49_RS30320	WP_065230105.1	2.1	3.3
NZ_ABDA02000035.1	BCAH1134_RS29030	WP_000444115.1	0.00082	0.0011
NZ_ABDA02000035.1	BCAH1134_RS29595	WP_001035636.1	1.1	1.3
CP034552.1	EJ379_28085	QCX97436.1	0.00018	0.14
PHQW02000016.1	CR195_028530	PYD94758.1	2.8	4.5
CP026679.1	C2I25_28550	AVP48972.1	0.34	0.42
CP016597.1	BA204_27995	ASJ51895.1	0.00034	0.00048
CP016597.1	BA204_27995	ASJ51895.1	1.4e-82	1.6e-82
CP016597.1	BA204_27995	ASJ51895.1	0.00089	0.0012
CP016597.1	BA204_27995	ASJ51895.1	3e-14	3.7e-14
CP016597.1	BA204_27995	ASJ51895.1	1.6e-08	1.9e-08
CP016597.1	BA204_27995	ASJ51895.1	0.0001	0.00013
CP020939.1	B2J90_29835	ARO21610.1	5e-114	5.5e-114
CP020939.1	B2J90_29835	ARO21610.1	2e-06	2.7e-06
CP020938.1	B2J90_29400	ARO21511.1	0.0021	0.0045
CP020938.1	B2J90_28260	ARO21322.1	6.4	3.2
CP020938.1	B2J90_28680	ARO21394.1	8.9	13
CP020938.1	B2J90_29400	ARO21511.1	0.0037	3.1
CP020938.1	B2J90_29400	ARO21511.1	0.00095	0.0016
CP020938.1	B2J90_28680	ARO21394.1	0.58	0.8
CP020938.1	B2J90_28680	ARO21394.1	2.2	3.1
CP020938.1	B2J90_29400	ARO21511.1	0.11	2.3
CP020938.1	B2J90_29400	ARO21511.1	0.017	0.023
CP020938.1	B2J90_29400	ARO21511.1	8.2e-05	0.00014
CP020938.1	B2J90_28680	ARO21394.1	1.9	2.6
CP020938.1	B2J90_29400	ARO21511.1	0.0031	0.0061
CP020938.1	B2J90_29400	ARO21511.1	0.13	0.49
CP020938.1	B2J90_28680	ARO21394.1	0.044	0.054
CP020938.1	B2J90_28680	ARO21394.1	5.7	7.9
CP020938.1	B2J90_29400	ARO21511.1	7.8e-06	3.1e-05
CP020938.1	B2J90_29400	ARO21511.1	0.0057	0.01
CP020938.1	B2J90_29400	ARO21511.1	0.0053	0.0096
CP014487.1	FORC21_5395	AQQ66190.1	2e-06	2.8e-06
CP014487.1	FORC21_5395	AQQ66190.1	1e-46	9.1e-46
CP009606.1	BF33_5587	AJK37453.1	0.76	1.1
CP009606.1	BF33_5506	AJK37522.1	5.7	8
CP009603.1	BF33_5788	AJK31999.1	1.3e-54	1.6e-54
CP009967.1	BF28_5844	AJI25980.1	0.7	0.86
CP009967.1	BF28_5844	AJI25980.1	0.35	0.43
CP009967.1	BF28_5844	AJI25980.1	2.8	3.4
CP009638.1	AK40_6218	AJI08612.1	0.036	0.045
CP009638.1	AK40_6148	AJI08646.1	1.3e-128	1.4e-128
CP009638.1	AK40_6148	AJI08646.1	0.12	0.17
CP009591.1	AQ16_5471	AJI08047.1	0.3	0.43
CP009589.1	AQ16_5824	AJI02650.1	3.2e-119	3.6e-119
CP009589.1	AQ16_5824	AJI02650.1	9.2e-06	1.2e-05
CP009368.1	BG03_5685	AJG91275.1	2.6e-25	2.9e-25
CP009368.1	BG03_5773	AJG91224.1	0.052	0.062
CP009940.1	NT98_5696	AIY73041.1	0.3	0.43
CP009939.1	NT98_5940	AIY72832.1	3.2e-119	3.6e-119
CP009939.1	NT98_5940	AIY72832.1	9.2e-06	1.2e-05
CP003188.1	bcf_27955	AEW58680.1	0.011	0.015
CP003188.1	bcf_27840	AEW58657.1	0.07	0.099
CP003188.1	bcf_27955	AEW58680.1	0.11	0.14
CP003188.1	bcf_27955	AEW58680.1	1.5e-99	1.7e-99
CP003188.1	bcf_27950	AEW58679.1	0.0023	0.0023
CP003188.1	bcf_27955	AEW58680.1	0.086	0.11
LYVD01000048.1	A9L49_30975	OBW84756.1	0.78	0.66
CP015728.1	DA68_27830	ANE89190.1	0.00034	0.00048
CP015728.1	DA68_28060	ANE89230.1	9.5	11
CP015728.1	DA68_27830	ANE89190.1	1.4e-82	1.6e-82
CP015728.1	DA68_27830	ANE89190.1	0.00089	0.0012
CP015728.1	DA68_27830	ANE89190.1	3e-14	3.7e-14
CP015728.1	DA68_27830	ANE89190.1	1.6e-08	1.9e-08
CP015728.1	DA68_27830	ANE89190.1	0.0001	0.00013
CP011157.1	WR52_30550	ANC23043.1	0.18	0.25
CP011146.1	FORC13_p049	ALZ64534.1	0.032	0.048
CP009595.1	BG11_5718	AJH60389.1	0.76	1.1
CP009595.1	BG11_5637	AJH60326.1	5.7	8
CP009594.1	BG11_5825	AJH60090.1	1.3e-54	1.6e-54
NC_014757.1	pLVP1401_27	YP_004050042.1	7.6	7.9
NC_010924.1	BcAH187_pCER270_0158	YP_001967298.1	0.4	0.44
NC_010924.1	BcAH187_pCER270_0116	YP_001967258.1	0.46	0.57
NC_010924.1	BcAH187_pCER270_0116	YP_001967258.1	0.068	0.079
NC_010924.1	BcAH187_pCER270_0158	YP_001967298.1	9.9	12
NC_010924.1	BcAH187_pCER270_0158	YP_001967298.1	1.8	2.2
NC_010924.1	BcAH187_pCER270_0158	YP_001967298.1	0.38	0.43
NC_010924.1	BcAH187_pCER270_0116	YP_001967258.1	1.6	1.8
AAEK01000004.1	BCE_G9241_pBC218_0118	EAL16035.1	0.3	0.43
ABCZ02000100.1	BCW_B0042	EDX54268.1	4.5e-125	5.1e-125
ABCZ02000100.1	BCW_B0082	EDX54297.1	0.061	0.068
ABCZ02000100.1	BCW_B0049	EDX54328.1	0.081	0.097
ABDK02000071.1	BC059799_B0051	EDX65298.1	0.00027	0.00036
ABDK02000071.1	BC059799_B0051	EDX65298.1	5.8e-79	6.5e-79
ABDK02000071.1	BC059799_B0051	EDX65298.1	0.00019	0.00027
ABDK02000071.1	BC059799_B0051	EDX65298.1	1e-15	1.2e-15
ABDK02000071.1	BC059799_B0051	EDX65298.1	3.6e-10	4.3e-10
ABDK02000071.1	BC059799_B0051	EDX65298.1	0.00039	0.00052
